links001;;;;;;;;;;;;;;;
Date:;04.02.2008;;;;;;;;;;;;;;
Time:;16:29:01;;;;;;;;;;;;;;
Type:;;;;;;;;;;;;;;;
Description:;;;;;;;;;;;;;;;
Notes:;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;
120;Hz;;;;;;;;;;;;;;
;LUPA;;;LELB;;;LFRM;;;LSHO;;;LFIN;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
971;-280,711229;-73,267376;1462,634554;-464,805404;-51,446472;1466,720916;-362,865151;-5,644834;1568,166622;-157,134899;-26,624442;1575,223185;-240,358846;33,357136;1614,490788
972;-280,623268;-73,07208;1462,230066;-464,660837;-51,340799;1465,315414;-364,267192;-5,727511;1568,064343;-157,212997;-26,632284;1575,088136;-243,003076;34,830603;1616,867098
973;-280,628353;-72,955752;1462,082941;-464,643432;-51,302182;1464,152931;-365,744043;-5,943814;1568,002391;-157,311837;-26,348419;1574,764439;-246,15918;36,367406;1619,775342
974;-280,574857;-72,920238;1462,073059;-464,601692;-51,360508;1463,21118;-367,410993;-6,295071;1568,045986;-157,324547;-25,878524;1574,261941;-249,887383;37,897187;1623,25169
975;-280,633904;-72,835003;1462,204311;-464,474703;-51,584856;1462,632113;-369,186094;-6,566565;1568,505588;-157,408199;-25,960648;1574,358138;-253,868845;39,62405;1627,079288
976;-280,819395;-72,716798;1462,583677;-464,627216;-51,769484;1462,546587;-371,157034;-6,537942;1569,657896;-157,43337;-26,50721;1575,087844;-258,150515;41,433526;1631,326823
977;-280,853511;-72,716204;1463,166504;-464,834051;-51,865331;1462,842186;-373,4465;-6,36212;1571,389382;-157,260269;-26,980775;1575,764174;-262,763762;43,274696;1635,993005
978;-280,864383;-72,846437;1463,847545;-464,828424;-52,269526;1463,357485;-376,085916;-6,05687;1573,568034;-157,200841;-27,188447;1576,125764;-267,623427;45,259492;1641,032017
979;-281,081267;-72,995686;1464,695722;-464,906194;-52,884919;1464,233538;-378,991767;-5,556425;1576,245333;-157,276583;-27,26348;1576,465495;-272,770165;47,25001;1646,47773
980;-281,39389;-73,170893;1465,805285;-464,991902;-53,369766;1465,554465;-382,014258;-5,020439;1579,212107;-157,091618;-27,3626;1577,016108;-278,201667;49,300841;1651,998507
981;-281,683459;-73,442094;1467,195263;-465,185729;-53,864673;1467,287998;-385,316796;-4,56811;1582,554452;-156,640328;-27,383303;1577,652901;-284,099281;51,238934;1657,721626
982;-282,047535;-73,732552;1468,891795;-465,691344;-54,452564;1469,301396;-388,875667;-4,094625;1586,19655;-156,271839;-27,365562;1578,215029;-290,393279;52,964511;1663,926349
983;-282,459625;-74,034058;1470,735187;-465,367448;-54,853274;1471,351629;-392,455812;-3,646223;1589,905973;-155,940445;-27,460664;1578,777582;-296,76156;55,113282;1670,169122
984;-282,833232;-74,2967;1472,56924;-463,91474;-55,125187;1473,366037;-396,1513;-3,351487;1593,968545;-155,465044;-27,595747;1579,415724;-303,429026;57,555673;1676,534878
985;-283,298179;-74,663596;1474,760129;-462,98519;-55,52507;1475,568716;-400,214003;-3,097455;1598,287629;-154,888908;-27,716261;1580,068629;-310,454103;59,770937;1683,218613
986;-283,913462;-75,158793;1477,305262;-462,811845;-55,905825;1478,079977;-404,696878;-2,752948;1602,709229;-154,277942;-27,817696;1580,645956;-317,793472;61,700216;1690,062915
987;-284,447748;-75,452145;1479,604817;-462,480135;-56,179588;1480,831058;-409,504104;-2,32688;1607,305061;-153,719549;-27,829328;1581,271879;-325,688287;63,33808;1697,006983
988;-284,68589;-75,540187;1481,650424;-461,972984;-56,516409;1483,692929;-413,810458;-1,9903;1611,750433;-153,22074;-27,901517;1582,228494;-333,987415;64,930351;1703,982689
989;-284,652944;-75,523482;1483,744371;-461,642023;-56,725822;1486,49362;-417,293917;-1,695614;1615,970291;-152,665894;-28,037698;1583,277696;-342,545745;66,463062;1711,213254
990;-284,553714;-75,475654;1485,815141;-461,289252;-56,675676;1489,403835;-421,274262;-1,336387;1620,228412;-152,06144;-28,098999;1584,074839;-351,540369;67,834498;1718,579037
991;-284,405933;-75,391856;1487,728613;-460,62694;-56,600679;1492,377398;-426,001281;-1,041314;1624,395491;-151,403045;-28,17575;1584,714265;-360,953879;69,048156;1725,508319
992;-284,215892;-75,258424;1489,604457;-459,934337;-56,469633;1495,261869;-430,888928;-0,830812;1628,347052;-150,644446;-28,208758;1585,443677;-370,770071;70,096915;1732,144319
993;-284,081986;-75,116329;1491,466182;-459,325892;-56,23659;1498,225413;-435,887872;-0,696781;1632,168477;-149,866276;-28,148753;1586,285325;-381,174852;71,016334;1738,768333
994;-283,946359;-74,923111;1493,261072;-458,714096;-55,951485;1501,075125;-441,069932;-0,605088;1635,746722;-149,146155;-28,042402;1587,055244;-392,102743;71,636308;1745,177357
995;-283,811265;-74,722751;1495,058385;-458,059217;-55,534094;1503,670882;-446,474549;-0,590125;1639,109974;-148,48686;-27,85586;1587,759821;-403,435357;71,829322;1751,347011
996;-283,583731;-74,513124;1496,757937;-457,346883;-54,963136;1506,298193;-451,946609;-0,730933;1642,334103;-147,841407;-27,685268;1588,507681;-415,244466;71,559954;1757,122568
997;-283,331819;-74,13724;1498,353894;-456,606313;-54,290792;1508,984261;-457,505739;-0,911636;1645,268666;-147,108722;-27,504539;1589,263093;-427,040297;71,200227;1762,322801
998;-283,232716;-73,626369;1499,981763;-455,802111;-53,539731;1511,406702;-463,061716;-1,049144;1647,664864;-146,357193;-27,278002;1589,898316;-438,554936;70,88516;1766,945282
999;-283,009962;-73,137207;1501,422236;-455,099193;-52,686034;1513,451495;-468,174319;-1,403067;1649,520116;-145,740506;-27,062277;1590,327905;-450,180397;70,261661;1770,878765
1000;-282,577947;-72,571873;1502,550219;-454,56104;-51,737343;1515,351736;-472,93605;-2,014923;1651,11253;-145,216679;-26,814007;1590,631651;-462,01693;69,339138;1774,204514
1001;-282,338029;-71,866853;1503,556953;-453,998952;-50,71264;1517,141211;-477,961983;-2,558276;1652,182031;-144,672503;-26,492089;1590,949896;-474,082578;68,177637;1777,000493
1002;-282,376505;-71,064222;1504,453621;-453,349964;-49,586865;1518,650774;-483,232324;-3,116255;1652,560716;-144,117132;-26,054459;1591,244196;-485,567608;66,876545;1778,769056
1003;-282,346848;-70,08466;1505,217075;-452,545955;-48,387341;1519,913512;-488,335386;-3,714654;1652,560154;-143,63435;-25,594754;1591,505391;-496,591567;65,510355;1779,307784
1004;-282,185251;-69,026543;1505,831947;-451,622351;-47,163649;1520,942373;-493,175349;-4,265755;1652,176707;-143,230101;-25,181035;1591,763572;-508,648475;63,946565;1779,12682
1005;-282,244361;-68,151863;1506,235181;-450,862674;-45,951581;1521,769023;-497,892945;-4,829478;1651,298836;-142,852563;-24,725776;1591,953432;-521,436908;62,134867;1778,303071
1006;-282,474098;-67,23761;1506,441554;-450,237877;-44,693988;1522,39242;-502,665727;-5,316987;1649,929983;-142,538317;-24,216173;1592,093458;-534,150138;60,070253;1776,512187
1007;-282,563411;-66,066577;1506,486056;-449,592439;-43,292541;1522,696711;-507,565067;-5,737751;1647,98982;-142,308377;-23,749773;1592,258647;-546,31977;58,131542;1773,722681
1008;-282,584098;-64,895465;1506,417456;-449,04149;-41,818655;1522,725557;-512,426917;-6,178901;1645,307275;-142,028605;-23,305055;1592,468593;-557,851377;56,422121;1769,99556
1009;-282,630392;-63,743482;1506,298516;-448,475243;-40,3306;1522,402587;-517,17912;-6,650538;1641,984733;-141,750305;-22,8311;1592,571585;-569,376512;54,368227;1765,199725
1010;-282,811947;-62,535345;1506,130909;-447,941949;-38,84036;1521,682271;-521,896329;-7,217898;1638,166193;-141,572926;-22,363045;1592,585226;-580,851917;51,844014;1759,462642
1011;-283,131733;-61,284981;1505,789341;-447,571714;-37,24425;1520,70821;-526,540296;-7,82753;1633,637249;-141,39771;-21,807952;1592,741649;-592,021687;49,095378;1752,773847
1012;-283,364225;-60,022965;1505,378471;-447,081475;-35,447835;1519,437827;-530,973622;-8,294575;1628,33028;-141,263078;-21,219244;1592,897449;-602,766025;46,342932;1745,015516
1013;-283,50725;-58,713934;1504,987569;-446,442242;-33,750843;1517,79765;-535,055335;-8,672258;1622,321443;-141,22761;-20,689964;1592,725476;-613,023422;43,617318;1736,310937
1014;-283,551617;-57,119554;1504,183601;-445,90906;-32,285149;1515,859012;-538,700443;-8,856228;1615,511308;-141,1478;-20,035986;1592,419996;-622,939356;40,765886;1726,561434
1015;-283,301279;-55,327149;1502,827823;-445,342992;-30,730623;1513,538222;-542,03851;-8,948871;1608,245099;-140,982508;-19,364384;1592,282635;-632,52149;37,775278;1715,87467
1016;-282,924316;-53,673136;1501,251765;-444,727376;-29,166428;1510,883479;-545,296841;-9,504023;1600,9365;-140,927124;-18,902078;1592,163547;-641,721417;34,712368;1704,356397
1017;-282,776524;-52,269237;1499,617052;-443,861524;-27,607561;1508,144539;-548,276635;-10,33643;1593,260634;-141,052242;-18,510584;1591,919026;-650,434114;31,589606;1691,979229
1018;-282,67302;-50,967336;1497,867532;-442,517008;-25,782866;1505,264467;-550,913111;-11,141761;1584,988114;-141,301567;-18,056583;1591,590165;-658,478273;28,450417;1678,840695
1019;-282,410646;-49,584938;1495,928343;-441,336724;-24,027527;1502,22048;-553,185068;-11,955454;1576,603937;-141,701404;-17,493525;1591,342325;-665,805049;25,267609;1665,009898
1020;-282,100642;-48,180104;1493,948852;-440,340713;-22,381394;1498,804207;-554,931697;-12,578335;1568,089255;-142,169308;-16,885994;1591,102433;-672,470352;21,904527;1650,664233
1021;-281,744182;-46,867291;1492,030808;-439,200206;-20,655801;1494,734529;-556,209714;-12,995137;1558,761112;-142,660029;-16,423049;1590,67365;-678,379482;18,452414;1635,899901
1022;-281,405263;-45,685458;1489,990041;-438,107119;-19,025782;1490,204525;-557,414977;-13,639631;1548,145925;-143,236974;-16,04948;1590,166445;-683,477815;15,003668;1620,74069
1023;-281,101542;-44,638988;1487,841135;-436,987499;-17,537754;1485,466841;-558,723817;-14,706292;1536,938123;-143,784496;-15,413865;1589,728578;-687,923048;11,443484;1605,182663
1024;-280,849018;-43,638722;1485,697803;-435,788663;-16,092031;1480,547442;-559,037073;-14,337573;1526,970743;-144,216464;-14,584478;1589,454326;-691,804524;7,809737;1589,205253
1025;-280,79338;-42,633809;1483,507309;-434,520558;-14,493766;1475,364477;-558,3404;-12,520575;1517,641734;-144,752904;-14,014767;1589,106581;-695,054552;4,23943;1572,863764
1026;-280,782232;-41,715651;1481,092957;-433,151853;-12,851889;1470,018635;-558,184972;-13,240293;1507,00491;-145,52676;-13,633159;1588,43756;-698,082837;-0,144168;1556,078403
1027;-280,569906;-40,892117;1478,350976;-431,904312;-11,409538;1464,70461;-558,310873;-15,754208;1495,301191;-146,329935;-13,188983;1587,729871;-700,792608;-5,817623;1539,505019
1028;-280,188812;-40,032936;1475,377168;-430,737596;-10,185643;1459,544319;-557,709866;-17,075667;1483,639471;-147,11918;-12,722478;1587,072192;-701,862645;-10,292701;1523,895105
1029;-279,824531;-39,245396;1472,202158;-429,458745;-9,112338;1454,376228;-556,71989;-18,768376;1472,511805;-148,043903;-12,319024;1586,272686;-701,754923;-12,041259;1507,545011
1030;-279,625024;-38,682811;1469,000307;-428,247049;-8,759007;1448,787542;-555,336293;-18,198251;1461,630666;-149,089944;-11,90475;1585,350379;-702,142107;-12,776134;1488,883827
1031;-279,387797;-38,150119;1465,809718;-427,040459;-9,280105;1442,776723;-553,79237;-19,961944;1451,30461;-150,137729;-11,40353;1584,466837;-699,194572;-16,595205;1475,790522
1032;-279,086188;-37,601416;1462,672183;-425,545072;-8,591971;1436,669597;-552,048339;-21,607475;1441,19733;-151,192251;-10,976553;1583,71461;-696,893087;-19,256655;1460,615842
1033;-279,058671;-37,19967;1459,867329;-423,894822;-5,536241;1430,448733;-549,834058;-22,173655;1431,185142;-152,387439;-10,572404;1582,916511;-696,257272;-21,230324;1443,515446
1034;-279,072311;-36,789559;1457,267918;-422,393108;-4,879001;1424,482372;-547,34008;-22,682416;1421,382686;-153,644721;-10,089608;1581,974187;-694,898676;-23,360435;1427,23094
1035;-278,880215;-36,333361;1454,56907;-420,852827;-4,258167;1418,868159;-544,945097;-23,423604;1411,826488;-154,769991;-9,682835;1581,018297;-692,293651;-25,738534;1412,477048
1036;-278,623287;-35,997664;1451,541114;-419,349447;-3,80068;1413,481444;-542,650951;-24,165451;1402,54165;-155,808779;-9,389661;1580,03179;-689,716247;-28,234684;1398,479404
1037;-278,251286;-35,739077;1448,325823;-417,882943;-3,388609;1408,377778;-540,249743;-24,725912;1393,474286;-156,932131;-9,173445;1578,904926;-686,738249;-30,612403;1384,855523
1038;-277,715299;-35,432018;1445,202345;-416,440746;-2,961838;1403,554518;-537,506026;-25,226832;1384,825748;-158,13653;-8,851959;1577,829597;-683,377927;-32,812846;1371,572321
1039;-277,116518;-35,036766;1442,141721;-414,952549;-2,453088;1398,89611;-534,625458;-25,806225;1377,015636;-159,382341;-8,394157;1576,874478;-680,093067;-34,960601;1358,925481
1040;-276,527362;-34,578537;1439,407868;-413,410777;-1,744502;1394,412272;-531,884351;-26,455235;1369,909735;-160,663251;-7,846636;1575,799853;-676,660991;-37,19379;1347,034463
1041;-276,072512;-34,094436;1437,153935;-411,957712;-1,246139;1390,408487;-529,180499;-27,147086;1363,290792;-161,837234;-7,140996;1574,616926;-673,057138;-39,563335;1336,239106
1042;-275,760393;-33,663705;1435,182644;-410,661898;-0,692289;1386,813414;-526,542919;-27,764871;1357,378027;-162,93383;-6,608053;1573,411609;-669,600913;-41,828122;1326,425822
1043;-275,534653;-33,289596;1433,413661;-409,621376;-0,393739;1383,805525;-524,276446;-28,284441;1352,1076;-164,01981;-6,368455;1572,361326;-666,293693;-43,776117;1317,222802
1044;-275,539556;-33,069317;1431,829296;-408,752514;-0,131967;1381,167112;-522,433122;-28,970803;1347,449668;-164,986489;-6,19019;1571,547639;-663,234617;-45,590119;1309,118227
1045;-275,698919;-32,931823;1430,389722;-408,053849;0,140201;1378,782599;-520,790793;-29,738139;1343,568324;-165,821877;-6,045196;1570,868511;-660,5232;-47,440467;1302,415278
1046;-275,808079;-32,708212;1429,11086;-407,555056;0,132306;1376,636237;-519,248097;-30,301828;1340,158952;-166,56178;-5,984636;1570,385624;-657,935207;-49,183753;1296,663872
1047;-275,984575;-32,574344;1428,082466;-407,273589;-0,04929;1375,100213;-518,032502;-30,760033;1337,17827;-167,251524;-5,987917;1570,002454;-655,584058;-50,51136;1291,780407
1048;-276,411963;-32,707017;1427,287684;-407,145533;-0,188573;1374,129028;-517,132563;-31,166478;1334,745152;-167,896364;-6,030877;1569,610961;-653,764148;-51,470247;1287,952409
1049;-276,873679;-33,02368;1426,767534;-406,983589;-0,287033;1373,014863;-516,278762;-31,581192;1332,799707;-168,482878;-6,09752;1569,246524;-652,425502;-52,483089;1285,260589
1050;-277,197714;-33,255681;1426,549404;-406,806874;-0,23428;1371,821693;-515,746921;-32,049706;1331,669689;-168,989209;-6,175113;1568,925684;-651,589696;-53,577642;1283,809938
1051;-277,599313;-33,535957;1426,563784;-406,854728;-0,147683;1371,165996;-515,716858;-32,398031;1331,165396;-169,270686;-6,328979;1568,762269;-651,248788;-54,414908;1283,190546
1052;-278,139551;-34,031551;1426,752727;-407,13319;-0,322694;1371,245907;-515,928923;-32,658147;1331,03223;-169,372695;-6,559008;1568,775748;-651,39761;-54,992843;1283,442359
1053;-278,628614;-34,462518;1427,002543;-407,662705;-0,742595;1372,021008;-516,447491;-33,030301;1331,571908;-169,485484;-6,825459;1568,796773;-652,122431;-55,438299;1284,677434
1054;-278,997779;-34,709491;1427,330408;-408,459631;-1,330456;1373,227804;-517,533729;-33,650184;1332,967385;-169,592178;-7,130856;1568,847447;-653,378245;-55,749715;1286,753044
1055;-279,387211;-34,86737;1427,74053;-409,3136;-1,84808;1374,377266;-518,893396;-34,232039;1335,02404;-169,597844;-7,506408;1569,1268;-655,142861;-56,006645;1289,939249
1056;-279,892806;-35,040334;1428,302512;-410,161259;-1,846584;1375,19603;-520,28752;-34,571688;1337,687252;-169,576353;-8,007608;1569,583482;-657,275141;-56,03131;1293,929944
1057;-280,314379;-35,298437;1429,255803;-411,41256;-2,833003;1378,099106;-521,971795;-34,892919;1341,128103;-169,534513;-8,553767;1569,978877;-659,672482;-55,780402;1298,736892
1058;-280,394294;-35,445448;1430,456928;-412,588645;-3,589952;1380,624277;-523,984954;-35,293403;1345,139969;-169,264724;-9,142791;1570,42153;-662,253867;-55,434501;1304,593176
1059;-280,469415;-35,484396;1431,722933;-413,976195;-4,376514;1383,236535;-526,326972;-35,817133;1349,604379;-168,833002;-9,818199;1571,023988;-665,162288;-55,217791;1311,220695
1060;-280,916401;-35,894383;1433,196937;-415,469774;-5,135722;1386,033954;-528,729575;-36,276815;1354,423416;-168,41397;-10,454086;1571,514611;-668,587811;-54,970707;1318,6149
1061;-281,47039;-36,637804;1434,906878;-416,997411;-5,947766;1389,351201;-531,026759;-36,457775;1359,46212;-167,937127;-11,128644;1571,894305;-671,99159;-54,164329;1326,562273
1062;-282,062948;-37,300014;1436,717615;-418,45357;-6,725846;1392,955565;-533,515874;-36,507851;1364,910504;-167,395973;-11,986583;1572,409766;-675,216026;-53,023258;1334,979573
1063;-282,84257;-38,017509;1438,66731;-419,900042;-7,39534;1396,525157;-536,203324;-36,468058;1370,926432;-166,843726;-12,839609;1573,1399;-678,707846;-52,032019;1344,30474
1064;-283,75529;-39,010863;1440,991451;-421,593763;-8,098474;1400,328378;-539,024197;-36,505193;1377,349753;-166,266416;-13,558152;1573,945014;-682,475067;-51,071561;1354,539617
1065;-284,738067;-40,133935;1443,53988;-423,335122;-8,772307;1404,14401;-541,765641;-36,675118;1383,8978;-165,623575;-14,341624;1574,629254;-686,128746;-49,694099;1365,358723
1066;-285,625435;-41,346249;1446,08879;-425,113064;-10,211244;1408,688858;-544,274867;-36,575257;1390,602949;-164,864552;-15,199126;1575,247397;-689,580906;-48,037983;1376,602245
1067;-286,355884;-42,627155;1448,686289;-426,687934;-11,321581;1412,714443;-546,867734;-36,252815;1397,677424;-164,127541;-15,990071;1575,990483;-692,949864;-46,308737;1388,374728
1068;-287,123419;-43,943102;1451,287478;-427,975763;-11,934829;1416,233921;-549,66975;-36,010491;1405,109862;-163,443183;-16,746405;1576,740697;-695,895317;-44,197422;1400,697011
1069;-287,909814;-45,27846;1453,889353;-429,538693;-13,159449;1420,217593;-552,450602;-35,802804;1412,74988;-162,673853;-17,50169;1577,296193;-698,637072;-41,997365;1413,655366
1070;-288,564292;-46,591418;1456,374919;-431,04767;-14,3566;1424,402819;-555,168136;-35,499445;1420,62728;-161,97922;-18,493496;1577,832132;-701,478232;-39,752687;1426,888903
1071;-289,12327;-47,948007;1458,787308;-432,618406;-15,695757;1428,667623;-557,889127;-35,261131;1428,803099;-161,38772;-19,690156;1578,473327;-703,597613;-37,275872;1440,905663
1072;-289,497033;-49,241229;1461,084636;-434,069767;-17,033541;1432,650858;-560,513111;-35,362901;1437,060973;-160,782622;-20,657956;1579,06902;-705,001202;-34,96438;1456,146794
1073;-289,829872;-50,635637;1463,306563;-435,280805;-18,186138;1436,236612;-562,86926;-35,178328;1446,361179;-160,175653;-21,454229;1579,578777;-706,401337;-32,646993;1470,990821
1074;-290,24742;-52,173493;1465,583992;-436,622927;-19,645011;1439,881983;-564,508758;-34,480423;1454,4948;-159,546397;-22,328979;1580,102356;-707,538534;-29,973876;1485,106673
1075;-290,475334;-53,45901;1467,531714;-438,12527;-21,509027;1443,725354;-565,899854;-33,666255;1462,556438;-158,987661;-23,268309;1580,66767;-708,594574;-27,412329;1498,669799
1076;-290,608182;-54,599037;1469,20405;-439,502994;-23,409494;1447,51899;-567,391753;-33,018879;1471,38393;-158,50522;-24,169037;1581,223373;-709,56133;-24,865231;1512,08339
1077;-290,695889;-55,793191;1470,744398;-440,601771;-25,161065;1450,442102;-568,733767;-32,542679;1480,285031;-158,02282;-25,019728;1581,715787;-709,364959;-21,568157;1526,183426
1078;-290,546737;-57,028549;1472,011368;-441,768679;-27,125614;1453,686284;-569,556626;-32,094158;1488,922807;-157,582369;-25,888343;1582,067925;-707,267465;-16,808109;1541,252274
1079;-290,221756;-58,31004;1473,087572;-443,046256;-29,252612;1456,591446;-570,095767;-31,492037;1497,472906;-157,232618;-26,808416;1582,332671;-703,678586;-10,852237;1557,249418
1080;-289,972579;-59,611737;1474,015881;-444,680934;-31,74161;1459,63416;-570,710406;-31,020455;1505,788099;-156,961918;-27,756215;1582,584166;-699,673195;-5,610439;1573,027857
1081;-289,904357;-60,871621;1474,838814;-446,033799;-33,870469;1461,966796;-572,22693;-30,865103;1513,176764;-156,743862;-28,648408;1582,807628;-695,207301;-1,247248;1588,164323
1082;-289,831976;-62,159039;1475,824366;-447,575576;-36,014826;1464,758625;-575,631319;-30,740453;1519,087345;-156,562926;-29,527871;1583,113207;-689,824432;3,167744;1603,009884
1083;-289,673665;-63,678621;1476,940239;-449,027305;-38,13386;1467,702939;-567,994918;-28,544479;1533,448049;-156,386296;-30,389072;1583,368072;-683,602634;7,579115;1617,723615
1084;-289,574936;-65,481439;1477,976558;-450,404631;-40,488111;1470,651513;-565,643175;-27,433485;1543,292205;-156,22858;-31,149524;1583,460108;-676,530812;11,934775;1632,311082
1085;-289,624707;-67,360012;1479,00287;-451,825701;-43,082554;1473,426136;-562,967083;-26,395755;1552,365564;-156,098628;-31,880827;1583,54667;-668,479718;16,259625;1646,365662
1086;-289,785421;-69,183079;1480,155695;-453,221833;-45,774145;1475,976198;-559,932113;-25,356795;1560,872261;-155,981071;-32,572079;1583,649929;-659,370693;20,661286;1659,834053
1087;-290,043223;-71,067896;1481,687882;-454,428246;-48,381269;1478,619629;-556,654338;-24,323487;1569,266925;-155,881037;-33,259918;1583,811661;-649,389933;25,123665;1672,86399
1088;-290,382486;-72,952604;1483,390488;-455,590845;-50,853514;1481,441161;-553,061622;-23,5753;1577,777807;-155,870197;-33,996712;1583,997058;-638,7218;29,448791;1685,179002
1089;-290,765946;-74,665521;1484,809334;-456,686288;-53,325677;1484,330376;-548,843627;-23,103401;1586,079601;-155,904653;-34,651678;1584,111924;-627,235949;33,564131;1696,640967
1090;-291,363933;-76,447485;1486,435503;-457,475607;-55,781178;1487,125235;-544,114144;-22,462078;1593,661597;-155,886247;-35,189819;1584,259179;-614,984784;37,557246;1707,301665
1091;-292,130563;-78,41166;1488,516567;-458,164776;-58,133735;1489,817081;-539,055014;-21,702699;1600,808608;-155,897001;-35,868771;1584,427686;-602,36508;41,293172;1717,175064
1092;-292,439785;-80,065229;1490,237484;-458,954798;-60,417655;1492,463206;-533,586157;-21,00055;1607,554371;-155,941036;-36,655177;1584,599387;-589,339824;44,796785;1726,322493
1093;-292,289234;-81,413739;1491,452848;-459,833412;-62,715564;1495,239026;-527,812135;-20,257055;1613,738581;-155,961867;-37,200945;1584,826099;-575,740502;48,236234;1734,604723
1094;-292,186717;-82,721772;1492,664777;-460,696676;-64,995892;1498,252581;-521,818988;-19,492806;1619,638102;-156,00695;-37,540602;1585,113216;-562,019126;51,210439;1741,863547
1095;-292,158489;-83,974383;1494,007386;-461,526492;-67,130464;1501,187941;-515,777614;-18,738097;1625,246115;-156,077296;-37,837723;1585,409266;-548,147436;53,698942;1748,16877
1096;-292,034088;-85,174022;1495,311089;-462,375769;-69,006872;1503,9026;-509,669094;-17,954457;1630,420031;-156,181118;-38,215558;1585,714229;-533,442887;56,38552;1753,56321
1097;-291,844498;-86,444619;1496,552666;-463,316338;-70,788608;1506,619401;-503,338217;-17,158679;1635,053893;-156,253589;-38,601218;1585,988395;-518,034113;59,095672;1758,166173
1098;-291,876109;-87,768174;1497,987311;-464,205061;-72,591312;1509,527676;-496,830218;-16,341937;1639,223842;-156,237503;-38,849081;1586,180145;-502,374431;61,400878;1761,93598
1099;-292,058547;-88,895618;1499,452868;-464,946594;-74,144388;1512,552168;-490,428827;-15,39098;1642,948646;-156,246023;-39,029302;1586,332706;-487,065124;63,490918;1764,736916
1100;-292,027111;-89,985737;1500,739563;-465,670857;-75,458395;1515,409178;-484,197018;-14,220873;1646,032875;-156,198673;-39,161649;1586,422782;-472,348254;65,405481;1766,7575
1101;-291,823678;-91,063903;1501,928159;-466,324849;-76,69943;1518,106347;-477,64757;-13,104545;1648,682925;-156,168661;-39,308901;1586,657919;-457,558309;66,934948;1767,870445
1102;-291,678574;-91,989985;1502,968608;-466,840384;-77,652013;1520,650266;-470,760647;-12,281732;1651,047269;-156,293862;-39,558291;1586,905622;-442,796941;68,030913;1767,951264
1103;-291,575262;-92,765232;1503,900517;-467,429201;-78,195001;1522,869786;-463,898737;-11,608585;1653,039882;-156,462159;-39,829013;1587,024814;-428,255555;68,94501;1767,180543
1104;-291,604344;-93,393271;1504,762971;-468,135208;-78,466236;1524,985272;-457,149748;-10,880964;1654,429555;-156,610391;-40,047165;1587,165768;-413,899355;69,647128;1765,638845
1105;-291,878771;-93,864177;1505,531512;-468,767649;-78,664298;1527,142523;-450,192545;-10,155981;1655,019523;-156,646895;-40,199593;1587,282747;-399,89059;69,892525;1763,322472
1106;-292,550083;-94,482594;1506,720741;-469,466092;-78,87573;1529,145165;-443,056585;-9,557633;1655,117981;-156,579131;-40,416142;1587,375526;-386,158635;69,756123;1760,18868
1107;-293,264078;-94,929035;1507,852156;-464,656994;-82,725417;1533,225356;-437,008059;-8,663093;1655,007793;-156,519333;-40,718769;1587,537916;-372,917261;69,422253;1756,335845
1108;-293,079911;-94,025208;1507,573743;-465,460317;-82,336609;1533,671157;-431,766232;-7,644655;1654,456553;-156,522948;-40,898449;1587,712656;-360,202536;68,921414;1751,847343
1109;-298,2804;-90,813168;1505,572526;-469,897175;-78,921541;1532,292553;-425,468795;-7,065689;1653,298262;-156,560425;-40,989603;1587,768694;-347,87284;68,102348;1746,768664
1110;-296,887178;-92,564094;1507,496973;-472,044045;-76,610696;1533,029616;-418,591733;-6,459083;1651,667279;-156,617816;-41,122773;1587,851044;-336,205052;66,929273;1741,408531
1111;-295,244105;-94,022134;1508,871141;-472,968083;-75,487098;1534,401647;-412,491725;-5,668824;1649,640992;-156,660315;-41,214873;1587,886679;-325,096176;65,566052;1735,581398
1112;-295,581856;-93,603555;1508,524742;-474,524902;-74,191629;1534,861835;-407,182925;-5,008133;1647,443023;-156,575715;-41,197825;1587,735406;-314,217686;64,037392;1728,919753
1113;-295,596009;-92,881073;1507,812591;-475,288954;-72,513808;1534,867311;-402,19402;-4,335889;1645,019106;-156,523901;-41,296074;1587,641664;-304,187765;62,318793;1722,016503
1114;-295,603343;-92,056841;1506,9591;-475,559596;-70,573167;1534,437827;-397,243125;-3,560968;1642,058271;-156,672363;-41,564387;1587,651572;-295,224233;60,589589;1715,169007
1115;-295,810201;-91,316037;1506,143946;-475,914355;-68,728477;1533,731765;-392,506201;-2,812907;1638,732244;-156,879438;-41,717085;1587,572023;-286,818639;58,789153;1707,930487
1116;-295,586008;-90,156611;1504,900259;-476,118381;-66,843641;1532,722974;-388,168173;-2,145554;1635,301872;-157,002851;-41,736435;1587,377066;-278,948148;56,729904;1700,36471
1117;-295,324751;-88,921737;1503,712128;-476,211639;-64,759414;1531,647511;-384,163142;-1,67479;1631,708199;-157,032061;-41,714575;1587,215733;-271,952625;54,555328;1692,938625
1118;-295,525068;-87,995796;1502,842458;-476,371501;-62,692458;1530,428137;-380,482296;-1,425727;1627,918054;-157,095566;-41,685606;1587,112117;-265,651776;52,386159;1685,57914
1119;-295,766655;-87,16615;1501,965861;-476,682342;-60,711629;1528,739265;-377,134386;-1,175673;1624,043518;-157,202202;-41,711547;1586,803224;-259,650041;50,179361;1678,179014
